Severity,CWE,Tool_A_Alert,Tool_B_Alert,Tool_A_Rule,Tool_B_Rule,Line,TruePositive
High,401,1,0,7,18,49,0
High,401,1,0,7,18,94,0
High,401,1,0,7,18,67,0
High,401,1,0,7,18,38,0
Medium,665,1,0,5,18,35,0
Medium,665,1,0,5,18,72,0
High,119,1,0,3,18,134,1
Low,561,1,0,4,18,146,0
Low,561,1,0,4,18,173,0
Low,561,1,0,4,18,33,0
Low,561,1,0,4,18,45,0
Low,561,1,0,4,18,79,0
Medium,227,1,0,1,18,60,0
High,399,1,0,11,18,108,0
High,399,1,0,11,18,46,0
High,399,1,0,11,18,84,0
Low,561,1,0,4,18,49,0
High,401,1,0,7,18,45,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,52,0
Low,561,1,0,4,18,53,0
High,401,1,0,7,18,37,1
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,70,0
Low,561,1,0,4,18,72,0
Low,561,1,1,4,26,25,0
Low,561,1,0,4,18,48,0
Low,561,1,0,4,18,36,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,123,0
Low,561,1,1,4,16,56,0
Low,561,1,0,4,18,28,0
Low,561,1,0,4,18,44,0
Low,561,1,0,4,18,55,0
Low,561,1,1,4,25,53,0
Low,561,1,0,4,18,141,0
Low,561,1,0,4,18,122,0
Low,561,1,0,4,18,88,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,61,0
Low,561,1,0,4,18,178,0
Low,561,1,0,4,18,104,0
Low,561,1,0,4,18,150,0
Low,561,1,0,4,18,52,0
Low,561,1,0,4,18,153,0
Low,561,1,0,4,18,230,0
Low,561,1,0,4,18,54,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,28,0
Low,561,1,0,4,18,44,0
Low,561,1,0,4,18,139,0
Low,561,1,0,4,18,122,0
Low,561,1,0,4,18,81,0
Low,561,1,0,4,18,57,0
Low,561,1,0,4,18,29,0
High,401,1,0,7,18,40,1
High,401,1,0,7,18,29,1
Low,561,1,0,4,18,93,0
Low,561,1,0,4,18,58,0
Low,561,1,0,4,18,36,0
Low,561,1,0,4,18,76,0
High,399,1,0,11,18,44,1
High,399,1,0,11,18,35,0
High,399,1,0,11,18,66,0
Low,561,1,0,4,18,121,0
Low,561,1,0,4,18,148,0
High,401,1,0,7,18,40,1
High,401,1,1,7,32,38,1
Low,561,1,1,4,25,35,0
Medium,227,1,0,1,18,41,1
Medium,227,1,0,1,18,73,0
Medium,227,1,0,1,18,96,0
High,399,1,0,11,18,47,0
Low,561,1,0,4,18,147,0
Medium,227,1,0,1,18,38,1
Low,561,1,0,4,18,73,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,53,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,48,0
Low,561,1,0,4,18,41,0
Low,561,1,0,4,18,81,0
Low,561,1,0,4,18,39,0
Low,561,1,0,4,18,58,0
Low,561,1,0,4,18,55,0
Low,561,1,0,4,18,181,0
Low,561,1,0,4,18,143,0
Low,561,1,0,4,18,106,0
Low,561,1,0,4,18,27,0
High,401,1,0,7,18,40,1
Low,561,1,0,4,18,45,0
High,119,1,0,3,18,53,1
Low,561,1,0,4,18,124,0
High,401,1,0,7,18,40,0
High,401,1,0,7,18,70,0
Low,561,1,0,4,18,58,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,37,0
Low,561,1,0,4,18,72,0
Low,561,1,0,4,18,52,0
Low,561,1,0,4,18,65,0
Low,561,1,0,4,18,78,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,73,0
Low,561,1,0,4,18,26,0
Low,561,1,0,4,18,121,0
Low,561,1,0,4,18,37,0
Low,561,1,0,4,18,62,0
Low,561,1,0,4,18,67,0
Low,561,1,0,4,18,37,0
Low,561,1,0,4,18,139,0
High,401,1,0,7,18,50,1
Low,561,1,0,4,18,27,0
Low,561,1,0,4,18,57,0
Low,561,1,0,4,18,81,0
Low,561,1,0,4,18,34,0
Low,561,1,0,4,18,73,0
Low,561,1,0,4,18,61,0
Low,561,1,0,4,18,41,0
Low,561,1,0,4,18,122,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,122,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,49,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,84,0
Low,561,1,0,4,18,67,0
Low,561,1,0,4,18,103,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,70,0
Low,561,1,0,4,18,101,0
Low,561,1,1,4,32,32,0
Low,561,1,1,4,32,61,0
Low,561,1,0,4,18,83,0
High,401,1,1,7,32,44,1
Low,561,1,0,4,18,33,0
High,401,1,0,7,18,123,0
High,465,1,0,6,18,120,0
High,401,1,0,7,18,140,0
High,399,1,0,11,18,42,1
Low,561,1,0,4,18,66,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,62,0
Low,561,1,0,4,18,48,0
Low,561,1,0,4,18,50,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,65,0
Medium,665,1,0,5,18,26,1
High,401,1,0,7,18,82,0
High,401,1,0,7,18,59,0
Low,561,1,0,4,18,63,0
Low,561,1,0,4,18,137,0
Low,561,1,0,4,18,169,0
Low,561,1,0,4,18,27,0
Low,561,1,0,4,18,100,0
Low,561,1,0,4,18,212,0
Low,561,1,0,4,18,125,0
Low,561,1,0,4,18,165,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,80,0
Low,561,1,1,4,26,338,0
Low,561,1,0,4,18,365,0
High,399,1,0,11,18,53,0
High,399,1,0,11,18,32,0
Low,561,1,0,4,18,113,0
Low,561,1,0,4,18,84,0
Low,561,1,0,4,18,51,0
High,401,1,0,7,18,47,1
High,465,1,0,6,18,45,0
High,465,1,0,6,18,104,0
High,465,1,0,6,18,79,0
Low,561,1,0,4,18,96,0
Low,561,1,0,4,18,65,0
Low,561,1,0,4,18,33,0
High,465,1,0,6,18,85,0
High,465,1,1,6,23,51,0
High,465,1,1,6,23,110,0
Low,561,1,0,4,18,52,0
Low,561,1,0,4,18,78,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,65,0
High,465,1,0,6,18,111,0
High,465,1,0,6,18,81,0
High,465,1,0,6,18,42,0
Low,561,1,0,4,18,78,0
Low,561,1,0,4,18,40,0
Low,561,1,0,4,18,61,0
High,399,1,0,11,18,41,1
High,401,1,0,7,18,34,1
Low,561,1,0,4,18,157,0
High,401,1,0,7,18,41,1
Low,561,1,0,4,18,36,0
Low,561,1,0,4,18,34,0
Low,561,1,0,4,18,87,0
Low,561,1,0,4,18,58,0
High,401,1,0,7,18,44,0
Low,561,1,0,4,18,64,0
Low,561,1,0,4,18,39,0
High,119,1,0,3,18,51,1
Low,561,1,0,4,18,91,0
Medium,227,1,1,1,8,169,0
Low,561,1,0,4,18,78,0
High,119,1,0,3,18,39,1
High,119,1,0,3,18,64,0
Low,561,1,1,4,32,27,0
Low,561,1,0,4,18,52,0
High,399,1,0,11,18,41,0
High,401,1,0,7,18,115,0
Low,561,1,0,4,18,295,0
Low,561,1,0,4,18,322,0
Low,561,1,0,4,18,54,0
High,401,1,0,7,18,38,1
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,29,0
Medium,227,1,0,1,18,40,1
Medium,227,1,0,1,18,104,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,28,0
Low,561,1,0,4,18,44,0
High,399,1,0,11,18,41,0
Medium,665,1,0,5,18,29,1
Low,561,1,0,4,18,62,0
Low,561,1,0,4,18,84,0
Low,561,1,0,4,18,52,0
Low,561,1,0,4,18,26,0
Low,561,1,0,4,18,138,0
Low,561,1,0,4,18,111,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,54,0
Low,561,1,0,4,18,79,0
High,401,1,0,7,18,40,1
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,56,0
Medium,465,1,0,6,18,72,0
Low,561,1,0,4,18,28,0
Low,561,1,0,4,18,44,0
Low,561,1,0,4,18,56,0
High,399,1,0,11,18,69,0
High,399,1,0,11,18,36,0
High,401,1,0,7,18,38,1
Low,561,1,0,4,18,302,0
Low,561,1,0,4,18,326,0
Medium,465,1,0,6,18,155,0
Medium,465,1,1,6,25,239,0
Medium,465,1,1,6,32,132,0
Low,561,1,1,4,32,65,0
Low,561,1,0,4,18,27,0
Low,561,1,0,4,18,90,0
High,465,1,0,6,18,43,1
Low,561,1,0,4,18,58,0
High,465,1,0,6,18,106,0
High,465,1,0,6,18,79,0
Low,561,1,1,4,25,239,0
High,399,1,0,11,18,38,0
High,399,1,0,11,18,69,0
Low,561,1,0,4,18,57,0
Low,561,1,0,4,18,60,0
High,401,1,0,7,18,29,1
Low,561,1,0,4,18,95,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,62,0
Low,561,1,0,4,18,77,0
Low,561,1,0,4,18,58,0
Low,561,1,0,4,18,36,0
High,465,1,0,6,18,86,0
High,465,1,0,6,18,67,0
High,401,1,0,7,18,41,1
High,465,1,0,6,18,39,0
Low,561,1,0,4,18,89,0
High,401,1,0,7,18,37,1
Low,561,1,0,4,18,57,0
Low,561,1,0,4,18,92,0
Low,561,1,0,4,18,60,0
Low,561,1,0,4,18,44,0
High,401,1,0,7,18,42,1
Low,561,1,0,4,18,82,0
High,401,1,0,7,18,43,1
Low,561,1,0,4,18,33,0
Low,561,1,0,4,18,60,0
Medium,227,1,0,1,18,106,0
Medium,227,1,0,1,18,79,0
Medium,227,1,0,1,18,43,1
Low,561,1,0,4,18,105,0
Low,561,1,0,4,18,37,0
Low,561,1,0,4,18,69,0
Low,561,1,0,4,18,36,0
Low,561,1,0,4,18,76,0
Low,561,1,0,4,18,58,0
Low,561,1,0,4,18,62,0
Low,561,1,0,4,18,83,0
High,401,1,0,7,18,195,0
High,401,1,0,7,18,162,0
High,401,1,0,7,18,124,0
High,401,1,0,7,18,66,0
High,401,1,0,7,18,47,0
High,119,1,0,3,18,78,0
High,119,1,0,3,18,47,1
Low,561,1,0,4,18,60,0
High,119,1,0,3,18,100,0
Low,561,1,0,4,18,34,0
Low,561,1,0,4,18,87,0
Low,561,1,0,4,18,36,0
Low,561,1,0,4,18,48,0
Low,561,1,1,4,27,48,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,52,0
Medium,704,1,0,2,18,31,0
High,401,1,0,7,18,30,1
Low,561,1,0,4,18,78,0
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,44,0
Low,561,1,0,4,18,77,0
Low,561,1,0,4,18,58,0
Low,561,1,0,4,18,36,0
High,119,1,0,3,18,59,1
Low,561,1,0,4,18,169,0
Low,561,1,0,4,18,323,0
Low,561,1,0,4,18,356,0
Medium,665,1,0,5,18,39,1
High,401,1,0,7,18,95,0
High,401,1,0,7,18,72,0
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,76,0
Low,561,1,0,4,18,176,0
Medium,227,1,0,1,18,59,0
Medium,227,1,0,1,18,36,0
Low,561,1,0,4,18,62,0
Low,561,1,0,4,18,100,0
Low,561,1,0,4,18,138,0
Low,561,1,0,4,18,171,0
Low,561,1,0,4,18,25,0
High,401,1,0,7,18,41,0
High,401,1,0,7,18,44,1
High,399,1,0,11,18,52,0
Low,561,1,0,4,18,134,0
Low,561,1,0,4,18,97,0
Low,561,1,0,4,18,55,0
High,401,1,1,7,26,37,1
High,119,1,1,3,26,30,1
High,401,1,0,7,18,46,1
High,119,1,0,3,18,41,1
High,401,1,0,7,18,35,0
Low,561,1,0,4,18,33,0
Low,561,1,0,4,18,65,0
Low,561,1,0,4,18,53,0
High,401,1,0,7,18,34,1
Low,561,1,1,4,8,112,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,138,0
Low,561,1,0,4,18,86,0
Low,561,1,0,4,18,55,0
Medium,227,1,0,1,18,36,1
Low,561,1,1,4,25,32,0
Low,561,1,1,4,1,50,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,82,0
Low,561,1,0,4,18,27,0
Medium,227,1,0,1,18,40,1
Low,561,1,0,4,18,53,0
Medium,227,1,0,1,18,71,0
Low,561,1,0,4,18,80,0
High,401,1,0,7,18,35,0
Low,561,1,0,4,18,33,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,86,0
Low,561,1,0,4,18,66,0
Low,561,1,0,4,18,49,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,325,0
Low,561,1,1,4,32,299,0
High,465,1,1,6,1,67,0
High,465,1,0,6,18,36,1
High,465,1,0,6,18,89,0
Low,561,1,0,4,18,72,0
Low,561,1,0,4,18,52,0
Low,561,1,0,4,18,33,0
Low,561,1,0,4,18,57,0
High,465,1,0,6,18,111,0
High,465,1,0,6,18,42,0
High,465,1,0,6,18,81,0
High,401,1,0,7,18,38,0
High,401,1,0,7,18,40,1
High,401,1,0,7,18,64,0
High,401,1,0,7,18,115,0
High,401,1,0,7,18,134,0
High,401,1,0,7,18,91,0
High,401,1,0,7,18,42,0
High,399,1,0,11,18,41,0
Low,561,1,0,4,18,198,0
Low,561,1,0,4,18,58,0
Low,561,1,0,4,18,44,0
Low,561,1,0,4,18,137,0
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,59,0
High,401,1,0,7,18,72,0
High,401,1,0,7,18,109,0
High,465,1,0,6,18,70,0
Medium,665,1,0,5,18,164,0
High,401,1,0,7,18,173,0
Medium,665,1,0,5,18,118,0
Low,561,1,0,4,18,125,0
High,465,1,0,6,18,123,0
High,465,1,0,6,18,90,0
High,465,1,0,6,18,48,1
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,33,0
Low,561,1,0,4,18,72,0
Low,561,1,0,4,18,301,0
High,401,1,0,7,18,53,1
Medium,227,1,1,1,17,45,1
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,48,0
Low,561,1,0,4,18,61,0
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,28,0
Low,561,1,0,4,18,122,0
Low,561,1,0,4,18,36,0
Unspecified,N/A,1,0,13,18,42,1
Low,561,1,0,4,18,61,0
Low,561,1,0,4,18,44,0
Low,561,1,0,4,18,28,0
Low,561,1,1,4,25,56,0
High,401,1,0,7,18,65,0
Low,561,1,0,4,18,83,0
Low,561,1,0,4,18,66,0
Low,561,1,0,4,18,93,0
Low,561,1,0,4,18,40,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,54,0
Low,561,1,0,4,18,68,0
Low,561,1,1,4,25,82,0
High,465,1,0,6,18,76,0
Medium,665,1,0,5,18,170,0
Medium,665,1,0,5,18,124,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,35,0
Low,561,1,1,4,32,86,0
High,465,1,0,6,18,29,1
High,401,1,0,7,18,39,1
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,54,0
Medium,227,1,0,1,18,45,1
Low,561,1,0,4,18,48,0
Medium,227,1,0,1,18,44,1
High,401,1,0,7,18,101,0
High,401,1,0,7,18,45,0
High,401,1,0,7,18,74,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,50,0
Medium,227,1,0,1,18,43,1
Medium,227,1,0,1,18,79,0
Medium,227,1,0,1,18,106,0
Low,561,1,0,4,18,66,0
Low,561,1,0,4,18,33,0
High,401,1,0,7,18,25,1
Low,561,1,0,4,18,25,0
Low,561,1,1,4,26,56,0
High,401,1,0,7,18,141,0
High,401,1,0,7,18,47,1
High,401,1,0,7,18,122,0
High,401,1,0,7,18,71,0
Low,561,1,0,4,18,133,0
Low,561,1,0,4,18,54,0
Low,561,1,0,4,18,26,0
Low,561,1,0,4,18,83,0
Low,561,1,1,4,32,61,0
Low,561,1,1,4,32,35,0
Low,561,1,1,4,25,82,0
High,399,1,0,11,18,44,1
Low,561,1,0,4,18,89,0
Low,561,1,0,4,18,115,0
Low,561,1,0,4,18,52,0
Low,561,1,0,4,18,86,0
Low,561,1,0,4,18,142,0
Low,561,1,0,4,18,26,0
Low,561,1,0,4,18,44,0
Low,561,1,0,4,18,28,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,54,0
High,401,1,0,7,18,132,0
High,401,1,0,7,18,63,0
High,401,1,0,7,18,40,1
High,401,1,0,7,18,113,0
High,401,1,0,7,18,54,0
Low,561,1,0,4,18,81,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,33,0
High,401,1,0,7,18,42,1
Low,561,1,0,4,18,58,0
High,399,1,0,11,18,40,1
High,401,1,0,7,18,82,0
Medium,227,1,0,1,18,72,0
Medium,227,1,0,1,18,39,1
Medium,227,1,0,1,18,96,0
Medium,377,1,0,10,18,59,0
Medium,227,1,0,1,18,43,1
Medium,227,1,0,1,18,112,0
Medium,227,1,1,1,32,82,0
High,465,1,1,6,32,43,1
Low,561,1,1,4,32,58,0
Low,561,1,1,4,25,30,0
Low,561,1,0,4,18,46,0
Medium,227,1,0,1,18,44,1
Medium,227,1,0,1,18,75,0
High,401,1,0,7,18,116,0
High,401,1,0,7,18,45,1
High,401,1,0,7,18,67,0
Low,561,1,0,4,18,58,0
Low,561,1,0,4,18,72,0
Low,561,1,0,4,18,39,0
High,465,1,0,6,18,46,0
High,465,1,0,6,18,93,0
High,465,1,0,6,18,74,0
High,401,1,0,7,18,48,1
Low,561,1,0,4,18,45,0
Low,561,1,0,4,18,80,0
High,401,1,0,7,18,42,1
Low,561,1,0,4,18,63,0
Medium,227,1,0,1,18,103,0
Medium,227,1,0,1,18,81,0
Medium,227,1,0,1,18,50,1
Low,561,1,0,4,18,72,0
Low,561,1,0,4,18,144,0
Medium,665,1,0,5,18,26,1
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,133,0
Low,561,1,0,4,18,36,0
Low,561,1,0,4,18,76,0
Low,561,1,0,4,18,58,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,35,0
Medium,227,1,0,1,18,71,0
Medium,227,1,0,1,18,43,1
Low,561,1,1,4,1,56,0
Low,561,1,0,4,18,47,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,37,0
Low,561,1,0,4,18,76,0
Low,561,1,0,4,18,26,0
Low,561,1,0,4,18,89,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,60,0
Low,561,1,0,4,18,47,0
Low,561,1,0,4,18,36,0
Low,561,1,0,4,18,83,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,34,0
Low,561,1,0,4,18,53,0
Low,561,1,0,4,18,37,0
Low,561,1,0,4,18,91,0
Low,561,1,0,4,18,63,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,48,0
Medium,465,1,0,6,18,77,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,60,0
High,465,1,1,6,32,120,0
High,465,1,0,6,18,143,0
High,401,1,0,7,18,124,0
High,465,1,0,6,18,35,1
High,401,1,0,7,18,147,0
Medium,665,1,0,5,18,62,0
Medium,665,1,0,5,18,86,0
High,401,1,0,7,18,46,1
Low,561,1,0,4,18,32,0
Medium,465,1,0,6,18,91,0
Medium,465,1,0,6,18,116,0
Low,561,1,0,4,18,136,0
Low,561,1,0,4,18,159,0
High,401,1,0,7,18,41,1
Low,561,1,0,4,18,48,0
High,401,1,0,7,18,57,0
High,399,1,1,11,20,47,1
High,401,1,0,7,18,130,0
High,401,1,1,7,22,140,0
High,465,1,1,6,22,120,0
High,399,1,0,11,18,42,1
High,401,1,0,7,18,123,0
High,401,1,0,7,18,34,1
Medium,227,1,0,1,18,92,0
Medium,227,1,0,1,18,39,1
Medium,227,1,0,1,18,70,0
Medium,704,1,1,2,25,38,0
High,401,1,0,7,18,39,1
Low,561,1,1,4,16,343,0
Low,561,1,1,4,33,391,0
Medium,227,1,0,1,18,75,0
Medium,227,1,0,1,18,97,0
Medium,227,1,0,1,18,44,1
Low,561,1,0,4,18,49,0
High,401,1,0,7,18,38,0
Low,561,1,0,4,18,59,0
High,119,1,0,3,18,132,1
High,401,1,0,7,18,30,1
Low,561,1,0,4,18,117,0
Low,561,1,0,4,18,143,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,89,0
Low,561,1,0,4,18,39,0
Low,561,1,0,4,18,63,0
Medium,227,1,0,1,18,99,0
Medium,227,1,0,1,18,35,1
High,401,1,0,7,18,40,0
High,401,1,0,7,18,29,1
Low,561,1,0,4,18,151,0
Low,561,1,0,4,18,93,0
Low,561,1,0,4,18,40,0
Low,561,1,0,4,18,66,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,57,0
Low,561,1,0,4,18,166,0
Low,561,1,0,4,18,104,0
Low,561,1,0,4,18,129,0
Low,561,1,0,4,18,37,0
Low,561,1,0,4,18,57,0
Low,561,1,0,4,18,35,0
Unspecified,N/A,1,0,13,18,41,1
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,41,0
High,401,1,0,7,18,45,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,68,0
Low,561,1,0,4,18,54,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,56,0
Low,561,1,1,4,32,73,0
Low,561,1,0,4,18,134,0
Low,561,1,0,4,18,32,0
Low,561,1,1,4,25,25,0
Low,561,1,0,4,18,49,0
Low,561,1,1,4,32,148,0
Low,561,1,1,4,16,53,0
Low,561,1,0,4,18,33,0
Low,561,1,0,4,18,65,0
Low,561,1,0,4,18,399,0
Low,561,1,0,4,18,365,0
Low,561,1,0,4,18,59,0
Medium,227,1,0,1,18,99,0
Medium,227,1,0,1,18,77,0
Low,561,1,0,4,18,86,0
Medium,227,1,0,1,18,46,1
Low,561,1,0,4,18,33,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,66,0
High,401,1,0,7,18,34,1
Low,561,1,0,4,18,79,0
Low,561,1,0,4,18,55,0
Medium,227,1,0,1,18,70,0
Medium,227,1,0,1,18,42,1
Medium,227,1,0,1,18,89,0
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,138,0
Low,561,1,0,4,18,171,0
Low,561,1,0,4,18,55,0
Low,561,1,0,4,18,27,0
Low,561,1,0,4,18,54,0
Low,561,1,0,4,18,135,0
Low,561,1,0,4,18,75,0
Low,561,1,0,4,18,130,0
Low,561,1,0,4,18,135,0
Low,561,1,0,4,18,85,0
Low,561,1,0,4,18,110,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,55,0
Low,561,1,0,4,18,41,0
Low,561,1,0,4,18,141,0
Low,561,1,0,4,18,117,0
Low,561,1,1,4,32,86,0
Low,561,1,0,4,18,116,0
Low,561,1,0,4,18,61,0
Low,561,1,0,4,18,157,0
Low,561,1,0,4,18,199,0
Low,561,1,0,4,18,178,0
Low,561,1,0,4,18,219,0
Low,561,1,0,4,18,159,0
Low,561,1,0,4,18,156,0
High,401,1,0,7,18,46,0
High,401,1,0,7,18,163,0
High,401,1,0,7,18,125,0
High,401,1,0,7,18,196,0
High,401,1,0,7,18,48,0
High,401,1,0,7,18,67,0
Low,561,1,0,4,18,49,0
Low,561,1,0,4,18,26,0
Low,561,1,0,4,18,68,0
High,401,1,0,7,18,82,0
High,399,1,0,11,18,40,1
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,44,0
High,401,1,0,7,18,43,0
Low,561,1,0,4,18,64,0
Low,561,1,0,4,18,90,0
Low,561,1,0,4,18,39,0
Low,561,1,0,4,18,33,0
Low,561,1,1,4,27,69,0
Low,561,1,0,4,18,67,0
High,399,1,0,11,18,43,1
Medium,227,1,0,1,18,72,0
Medium,227,1,0,1,18,42,1
High,401,1,0,7,18,140,0
High,401,1,0,7,18,120,0
High,399,1,0,11,18,42,1
Low,561,1,0,4,18,134,0
High,465,1,0,6,18,107,0
High,465,1,0,6,18,79,0
High,465,1,0,6,18,42,1
High,401,1,1,7,32,29,1
Low,561,1,1,4,32,83,0
Low,561,1,0,4,18,48,0
Low,561,1,0,4,18,44,0
Low,561,1,0,4,18,180,0
High,119,1,1,3,1,55,1
High,465,1,0,6,18,68,0
High,465,1,0,6,18,40,0
High,401,1,0,7,18,42,1
High,465,1,0,6,18,87,0
Medium,465,1,0,6,18,111,0
Low,561,1,0,4,18,59,0
Medium,227,1,0,1,18,77,0
Medium,227,1,1,1,25,43,1
Medium,227,1,0,1,18,102,0
Low,561,1,0,4,18,53,0
Low,561,1,0,4,18,76,0
Low,561,1,0,4,18,34,0
Low,561,1,0,4,18,36,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,33,0
Low,561,1,1,4,12,70,0
High,401,1,0,7,18,139,0
High,465,1,0,6,18,119,0
High,399,1,0,11,18,41,1
Medium,227,1,0,1,18,65,0
Medium,227,1,0,1,18,38,0
Low,561,1,0,4,18,137,0
Low,561,1,0,4,18,123,0
Low,561,1,0,4,18,42,0
Low,561,1,0,4,18,70,0
Low,561,1,0,4,18,60,0
High,401,1,0,7,18,46,0
Low,561,1,0,4,18,67,0
Low,561,1,0,4,18,54,0
Low,561,1,0,4,18,37,0
High,401,1,1,7,33,38,1
Medium,665,1,0,5,18,32,1
High,401,1,0,7,18,65,0
High,401,1,0,7,18,88,0
Low,561,1,0,4,18,45,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,62,0
Low,561,1,0,4,18,48,0
Low,561,1,0,4,18,46,0
High,401,1,0,7,18,52,0
Low,561,1,0,4,18,37,0
Low,561,1,0,4,18,62,0
High,401,1,0,7,18,48,1
Low,561,1,0,4,18,147,0
High,401,1,1,7,26,43,0
High,401,1,0,7,18,149,0
High,401,1,0,7,18,63,0
Medium,227,1,0,1,18,39,1
High,401,1,0,7,18,179,0
High,401,1,0,7,18,114,0
High,401,1,0,7,18,113,0
High,401,1,0,7,18,63,0
High,401,1,0,7,18,40,1
High,401,1,0,7,18,132,0
High,401,1,0,7,18,84,0
Medium,704,1,0,2,18,79,0
High,401,1,0,7,18,40,0
Medium,704,1,0,2,18,59,0
Medium,704,1,0,2,18,61,0
Medium,704,1,0,2,18,35,0
Medium,704,1,1,2,26,37,0
Medium,704,1,0,2,18,81,0
Low,561,1,0,4,18,135,0
Low,561,1,0,4,18,68,0
Low,561,1,0,4,18,54,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,82,0
Low,561,1,0,4,18,53,0
Low,561,1,0,4,18,71,0
Low,561,1,0,4,18,48,0
Low,561,1,0,4,18,109,0
Medium,227,1,0,1,18,102,0
Medium,227,1,0,1,18,78,0
Medium,227,1,0,1,18,45,1
High,119,1,0,3,18,33,1
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,124,0
Low,561,1,0,4,18,73,0
Low,561,1,0,4,18,155,0
High,401,1,0,7,18,39,1
Low,561,1,0,4,18,72,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,111,0
Low,561,1,0,4,18,27,0
High,401,1,0,7,18,43,1
Low,561,1,0,4,18,50,0
Low,561,1,0,4,18,133,0
Low,561,1,1,4,1,25,0
Low,561,1,0,4,18,81,0
Low,561,1,0,4,18,107,0
High,401,1,0,7,18,116,0
High,401,1,0,7,18,41,1
High,401,1,0,7,18,65,0
High,401,1,0,7,18,41,1
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,126,0
Low,561,1,0,4,18,161,0
Low,561,1,0,4,18,98,0
Low,561,1,0,4,18,65,0
